"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"cpz-1",175.400336859618,-1.40966112076875,0.206140926503646,1.36713195549137e-09,1.09859588442261e-07
"hsp-90",8880.86371017769,-0.600871375486402,0.106501907425145,0.000802620835788537,0.0214492677955833
"dao-2",79.3432139362075,-6.35442430438403,0.672064420373306,2.76660575557905e-20,1.13254779248841e-17
"dhs-29",39.0500952887795,-0.88724557302839,0.348474020699463,0.00132956380711006,0.0330774907371082
"dis-3",259.918162061959,0.680465452578161,0.141212912974948,0.000568829758599976,0.0159591302366087
"dpf-6",19.0804567916584,-1.98811909873226,0.572965711430001,1.89519351602458e-05,0.000775823309332608
"dpy-2",42.4069267262723,-4.67003750135099,0.528469798271125,4.08204486974407e-17,9.06175414243278e-15
"dpy-3",16.8622676517196,-5.94127678944044,1.1906404803211,2.30881267271247e-07,1.16815544553082e-05
"dpy-4",107.783046888951,-7.81732555998791,1.01831026281289,6.65384442448924e-15,1.198490457739e-12
"dpy-5",104.968554243149,-9.36840281654011,1.20450507237483,6.03173855878398e-16,1.20715194356463e-13
"dpy-6",355.656767079857,-0.972174845931878,0.143679081971481,7.56233241600124e-08,4.20409665052514e-06
"dpy-7",27.5998910662961,-6.62640517945351,1.17321761258866,6.04975219579806e-09,4.29008411616987e-07
"dpy-8",27.5801720326291,-7.5451577743272,1.17646104561208,3.56882036844224e-11,3.53195563057042e-09
"dpy-9",23.8124246394186,-4.89725385928113,0.769651878750421,5.28702521646405e-10,4.53475705709288e-08
"dpy-10",24.7609180354524,-3.20046349386855,0.47868537881309,3.72920469964313e-10,3.29266838480256e-08
"dpy-11",185.11980630827,-0.835613724244796,0.157530895620803,2.31348235482935e-05,0.00091785119328604
"dpy-13",80.5733539540285,-6.99193484981856,0.841300725216812,1.46875607276691e-16,3.07619004449739e-14
"ech-7",225.636322804983,0.801288655330542,0.1438429108235,2.15845675713438e-05,0.00086781524798001
"elo-2",213.789086077857,0.922439797259009,0.195094222578636,3.00271743031558e-05,0.00113233492473488
"elo-5",418.528091270224,0.63043853668009,0.11993590879942,0.000740818350039577,0.0200958134351097
"far-5",34.8122565877833,-1.03659359425046,0.368195213767473,0.000447443122016366,0.0129571471282296
"fkb-3",29.170628952588,-1.29501913391332,0.422479936884858,0.000113759320479232,0.00367210193632963
"fkb-5",113.284065066194,-1.53605497156662,0.205841920932015,3.33477349003857e-11,3.37449101699858e-09
"fmo-2",53.5345450838312,2.12301651775028,0.301536015704158,3.75365204608374e-11,3.67449894859023e-09
"icl-1",3653.42634653304,-0.820473401848833,0.32949596946631,0.00209363642255615,0.0494889491379021
"gln-3",1090.73153591599,-0.736516363264239,0.116001896468909,1.33281814344333e-05,0.000563538037551674
"gly-8",81.8455370410924,-1.5885927933527,0.245522674635975,1.9671866219033e-09,1.50139684041196e-07
"grd-14",9.25297988257641,-5.00829375726582,1.37705012085551,1.3677007826226e-05,0.000575584731228933
"grl-5",14.050114421501,-6.59224313228632,1.20470557898008,1.52959362842563e-08,9.56633348444532e-07
"grl-7",41.8407979177375,-8.11885137204383,1.17456500056532,8.96481877195526e-13,1.09104267378688e-10
"grl-15",18.1606667121456,-6.95982267353891,1.1854781221954,1.37842921318849e-09,1.09859588442261e-07
"grl-16",45.1668501219369,-7.31013200016874,1.16723343792114,1.08984444393728e-10,1.04416373001055e-08
"gst-5",349.035722428507,1.1143465394487,0.14140608830835,2.49310958460066e-10,2.31473658957871e-08
