"","Aux_rep1_RNA","Aux_rep2_RNA","Aux_rep3_RNA","noAux_rep1_RNA","noAux_rep2_RNA","noAux_rep3_RNA"
"adt-2",37.675252421643,59.1567964614585,65.2022187470626,83.1385361076654,65.0633086748416,81.962773798571
"aex-1",1.88376262108215,3.58526039160355,0,3.11769510403745,3.71790335284809,3.96594066767279
"aex-3",27.3145580056912,26.8894529370266,24.9539355698635,18.7061706242247,24.1663717935126,23.7956440060367
"aex-5",19.7795075213626,8.96315097900887,12.0744849531597,12.4707804161498,19.5189926024525,15.8637626706912
"aex-6",3.7675252421643,8.96315097900887,5.63475964480788,11.431548714804,7.43580670569618,1.3219802225576
"age-1",19.7795075213626,43.9194397971435,15.2943476073357,13.5100121174956,13.0126617349683,22.4736637834791
"ags-3",18.8376262108215,8.96315097900887,15.2943476073357,22.863097429608,26.0253234699366,22.4736637834791
"agt-1",2.82564393162323,0,1.60993132708797,2.07846340269163,1.85895167642405,2.64396044511519
"agt-2",1.88376262108215,1.79263019580177,0.804965663543983,2.07846340269163,0,3.96594066767279
"aha-1",5.65128786324646,2.68894529370266,19.3191759250556,12.4707804161498,9.29475838212023,10.5758417804608
"aip-1",77.2342674643682,52.8825907761523,61.9823560928867,45.726194859216,72.4991153805378,46.2693077895159
"air-1",4.70940655270538,9.85946607690976,4.02482831771991,7.27462190942072,3.71790335284809,2.64396044511519
"air-2",2.82564393162323,3.58526039160355,3.21986265417593,3.11769510403745,4.64737919106011,2.64396044511519
"ajm-1",207.213888319037,161.33671762216,174.677548989044,192.257864748976,193.330974348101,228.702578502464
"aka-1",36.733371111102,44.8157548950443,42.6631801678311,45.726194859216,37.1790335284809,39.6594066767279
"akt-1",25.4307953846091,13.4447264685133,18.5142102615116,21.8238657282622,20.4484684406645,22.4736637834791
"akt-2",33.9077271794787,21.5115623496213,16.0993132708797,37.4123412484494,34.3906060138448,22.4736637834791
