"","Aux_rep1_ribo","Aux_rep2_ribo","Aux_rep3_ribo","noAux_rep1_ribo","noAux_rep2_ribo","noAux_rep3_ribo"
"vab-9",47.8997542882795,72.9682299845469,39.1733499742652,69.6160540265749,76.6699421289556,57.6366089064315
"vab-10",931.785786249362,846.21365220885,842.756394040948,922.412715852117,1444.12562229197,1245.13372574053
"vab-19",60.552519571976,81.6808544603137,74.1117431945558,83.1525089761867,99.7759520856271,75.0190782591649
"vap-1",138.276649171826,168.807099217982,146.106008012124,255.258864764108,277.272119480059,285.438444108042
"vav-1",57.8412127254696,77.3245422224303,70.9355256290748,58.0133783554791,85.0721275677452,64.9555433707403
"vbh-1",42.4771405952668,40.2958882004214,42.3495675397462,22.2384617029336,37.8098344745534,29.2757378572351
"pfd-3",187.983941357776,186.232348169515,171.515748535972,233.020403061174,204.803270070498,218.653167121224
"vem-1",271.130684650639,270.091358748771,229.746403903123,205.947493161951,194.300538272011,168.335492679102
"spon-1",216.904547720511,190.588660407399,210.689098510237,188.543479655307,228.959553207018,177.484160759488
"ver-3",104.837198064914,126.333054898619,116.461310734302,157.603011199052,126.032781581845,133.570553973635
"vha-1",397.658337487604,365.930227982205,428.78937133993,406.093648488354,395.952988802962,424.498198929908
"vha-2",1091.75289019324,1215.41111436947,1266.25206943841,1267.59231706722,1076.53000934492,1317.40820357558
"vha-3",469.959853394441,421.473209015219,456.316590240765,394.490972817258,398.05353516266,471.156406139877
"vha-4",413.022409617806,412.760584539452,405.497109193069,418.663213798707,367.595612947047,452.859069979105
"vha-5",1041.14182905845,1023.7333759026,956.041487209769,1274.36054454202,1297.08737711315,1197.56065172252
"vha-6",931.785786249362,862.549823100913,896.752092654125,807.352848780417,791.905977605925,948.716879936024
"vha-7",109.356042809091,128.51121101756,125.989963430745,159.536790477567,158.591250157155,150.953023326368
"vha-8",1231.83707726274,1175.11522616905,1118.0285830493,1343.00970892934,1164.75295645222,1354.00287589712
"vha-9",447.365629673554,471.570799750878,410.790805135538,513.41839844599,455.818560054339,490.368609108687
"vha-10",976.0704647423,952.943302036993,975.098792602655,1097.41974055781,1005.11143311521,1089.60636837397
"vha-11",1738.85145755943,1673.9129774067,1598.69617462542,1660.14951060596,1669.93435595944,1643.10078723732
"vha-12",2715.82569125057,2813.0886276132,2860.71328730985,2999.29166097827,2683.44797451344,3081.27140947399
"vhp-1",344.335969506311,301.674622473425,232.922621468604,366.451173278776,410.656813320844,327.522317277817
"vig-1",717.592545375357,716.613363131819,814.17043595162,616.875589846594,700.532210959087,714.510977078143
"vps-26",99.4145843719009,72.9682299845469,93.1690485874415,102.490301761346,94.5245861863836,92.4015476118982
"vps-34",133.757804427648,131.778445195973,113.285093168821,110.22541887541,128.133327941542,111.613750580709
"vps-35",134.661573376484,130.689367136502,121.75500667677,147.934114806472,142.837152459424,135.400287589712
"vps-54",56.0336748277987,37.0286540220089,47.6432634822144,40.6093648488354,23.1060099566715,61.2960761385859
"vars-1",86.7618190882044,76.2354641629595,66.7005688751002,69.6160540265749,86.1224007475939,79.5934122993578
"glp-4",657.943794752217,548.895341973308,624.656121211256,612.041141650304,683.727840081508,563.557953751775
"wah-1",415.733716464313,437.809379907281,433.024328093904,441.868565140899,383.349710644778,465.667205291645
"wee-1.3",29.8243753115703,21.781561189417,15.8810878274048,30.9404684562555,34.6590149350073,28.3608710491965
"wnk-1",185.27263451127,131.778445195973,114.343832357315,236.887961618206,254.166109523387,254.33297263473
"wrk-1",207.866858232156,221.082846072582,195.866749871326,223.351506668594,184.848079653372,193.951763304182
"wrm-1",15.3640721302029,21.781561189417,23.2922621468604,23.2053513421916,22.0557367768228,12.8081353125403
"wrn-1",53.3223679812923,44.6522004383048,41.2908283512525,31.9073580955135,31.5081953954612,25.6162706250807
"wars-1",272.034453599474,225.439158310466,237.157578222578,223.351506668594,203.752996890649,230.546435625726
"prx-10",31.6319132092412,26.1378734273004,24.351001335354,22.2384617029336,18.9049172372767,22.8716702009649
"wrt-1",2.71130684650639,1.08907805947085,2.11747837698731,101.523412122088,77.7202153088043,39.3392727456596
"wrt-2",0,0,1.05873918849365,59.947157633995,58.8152980715276,31.1054714733123
"wrt-4",0,1.08907805947085,0,36.7418062918034,30.4579222156125,18.2973361607719
"wrt-5",30.7281442604057,21.781561189417,31.7621756548096,23.2053513421916,26.2568294962177,17.3824693527333
"wrt-9",0,0,2.11747837698731,38.6755855703194,21.0054635969741,8.23380127234736
"wrt-10",0.903768948835463,1.08907805947085,1.05873918849365,123.761873825022,100.826225265476,65.8704101787789
"wsp-1",71.3977469580016,91.4825569955513,86.8166134564796,51.2451508806732,70.3683030498633,53.9771416742772
"wve-1",37.9582958510894,45.7412784977757,33.8796540317969,31.9073580955135,44.1114735536457,31.1054714733123
"xbp-1",738.379231198573,748.196626856473,604.540076629876,1349.77793640415,1048.17263348901,894.739738261747
"xnp-1",238.595002492562,213.459299656286,178.926922855427,310.371574201813,315.081953954612,280.864110067849
"xpa-1",40.6696026975958,27.2269514867712,29.6446972778223,26.1060202599656,32.5584685753099,27.4460042411579
"xrn-2",207.866858232156,214.548377715757,224.452707960655,131.496990939086,170.14425513549,190.292296072028
"xtr-1",62.3600574696469,65.344683568251,30.703436466316,66.7153851088009,43.061200373797,37.5095391295824
"yars-2",42.4771405952668,38.1177320814797,39.1733499742652,36.7418062918034,26.2568294962177,38.424405937621
"zag-1",51.5148300836214,51.1866687951299,52.9369594246827,49.3113716021572,45.1617467334944,32.0203382813509
"zak-1",38.8620647999249,49.0085126761882,31.7621756548096,40.6093648488354,27.3071026760664,39.3392727456596
"zen-4",59.6487506231405,60.9883713303676,53.9956986131763,58.0133783554791,67.2174835103172,59.4663425225087
"zfp-1",239.498771441398,228.706392488878,214.924055264212,201.113044965661,261.518021782328,240.609970514151
"zig-1",188.887710306612,154.649084444861,165.16331340501,119.89431526799,159.641523337003,137.230021205789
"zig-3",28.9206063627348,32.6723417841255,30.703436466316,12.5695653103538,10.5027317984871,16.4676025446947
"zig-4",272.034453599474,295.1401541166,239.275056599566,28.0397995384816,46.2120199133431,26.5311374331193
"zig-5",58.7449816743051,51.1866687951299,42.3495675397462,59.947157633995,46.2120199133431,42.0838731697754
"zig-7",60.552519571976,59.8992932708967,59.2893945556446,157.603011199052,101.876498445325,80.5082791073964
"zig-8",30.7281442604057,32.6723417841255,44.4670459167335,39.6424752095774,44.1114735536457,33.850071897428
"zip-1",31.6319132092412,37.0286540220089,48.7020026707081,38.6755855703194,46.2120199133431,40.2541395536982
"zyg-1",12.6527652836965,8.71262447576679,14.8223486389112,10.6357860318378,21.0054635969741,11.8932685045017
"zyg-8",54.2261369301278,49.0085126761882,38.1146107857715,42.5431441273513,44.1114735536457,37.5095391295824
"zyg-9",180.753789767093,185.143270110044,206.454141756262,202.079934604919,214.255728689136,214.078833081031
"zyg-11",249.440229878588,269.0022806893,203.277924190782,242.689299453754,245.763924084597,204.015298192607
"zyg-12",35.246989004583,45.7412784977757,45.5257851052271,29.0066891777395,34.6590149350073,36.5946723215438
"zyx-1",272.034453599474,300.585544413954,280.565884950818,292.967560695169,306.679768515822,277.204642835695
"tufm-1",986.01192317949,958.388692334347,1046.03431823173,893.406026674378,827.615265720781,913.037074422519
"tufm-2",162.678410790383,141.58014773121,138.694833692669,150.834783724246,115.530049783358,141.804355245982
"npr-3",11.748996334861,18.5143270110044,22.2335229583667,20.3046824244177,23.1060099566715,20.1270697768491
"mak-2",72.301515906837,78.4136202819012,82.581656702505,61.880936912511,51.4633858125866,65.8704101787789
"rfp-1",176.234945022915,149.203694147506,186.338097174883,160.503680116825,168.043708775793,154.612490558523
"wwp-1",194.310323999625,192.76681652634,174.691966101453,160.503680116825,186.94862601307,204.015298192607
"alx-1",542.261369301278,540.182717497541,580.189075294522,496.981274578604,503.08085314753,592.83369160901
"mdt-1.2",17.1716100278738,16.3361708920627,19.0573053928858,11.6026756710958,14.7038245178819,17.3824693527333
"mdt-4",18.9791479255447,31.5832637246546,24.351001335354,17.4040135066437,21.0054635969741,19.2122029688105
"mdt-8",19.8829168743802,35.939575962538,31.7621756548096,40.6093648488354,38.8601076544021,39.3392727456596
"mdt-10",23.497992669722,20.6924831299461,29.6446972778223,17.4040135066437,31.5081953954612,16.4676025446947
"mdt-11",23.497992669722,32.6723417841255,32.8209148433033,19.3377927851597,36.7595612947047,26.5311374331193
"mdt-15",441.943015980541,383.355476933739,391.733499742652,473.775923236412,548.242599881025,488.53887549261
"mdt-17",61.4562885208115,62.0774493898384,62.4656121211256,61.880936912511,45.1617467334944,62.2109429466245
"mdt-18",17.1716100278738,26.1378734273004,25.4097405238477,26.1060202599656,19.9551904171254,21.9568033929263
"mdt-19",26.2092995162284,42.4740443193631,45.5257851052271,55.1127094377051,36.7595612947047,44.8284735938912
"mdt-20",26.2092995162284,30.4941856651838,25.4097405238477,19.3377927851597,11.5530049783358,23.7865370090035
"immp-1",12.6527652836965,27.2269514867712,16.9398270158985,10.6357860318378,21.0054635969741,9.14866808038596
"mdt-22",19.8829168743802,30.4941856651838,33.8796540317969,30.9404684562555,31.5081953954612,32.9352050893894
"mdt-27",29.8243753115703,18.5143270110044,26.4684797123413,27.0729098992236,29.4076490357638,30.1906046652737
"plin-1",348.854814250489,296.229232176071,261.508579557932,433.166558387577,390.701622903719,352.223721094859
"mdt-29",72.301515906837,69.7009958061344,67.7593080635938,57.0464887162211,68.2677566901659,65.8704101787789
"mdt-31",39.7658337487604,44.6522004383048,32.8209148433033,23.2053513421916,22.0557367768228,36.5946723215438
"ssl-1",294.628677320361,234.151782786233,275.27218900835,241.722409814496,306.679768515822,257.992439866884
"trr-1",275.649529394816,240.686251143058,248.803709296009,255.258864764108,305.629495335974,259.822173482961
"mys-1",63.2638264184824,46.8303565572465,60.3481337441383,52.2120405199312,42.0109271939483,56.7217420983929
"epc-1",284.687218883171,233.062704726762,275.27218900835,285.232443581105,348.690695709771,300.991179844698
"tag-180",34.3432200557476,35.939575962538,47.6432634822144,42.5431441273513,37.8098344745534,44.8284735938912
"pbrm-1",404.888489078287,401.869803944743,393.850978119639,525.987963756344,472.622930931918,457.433404019298
"algn-10",48.803523237115,57.721137151955,51.878220236189,52.2120405199312,55.6644785319814,53.9771416742772
"cpna-5",185.27263451127,161.183552801686,146.106008012124,169.205686870147,170.14425513549,151.867890134407
"tag-189",16.2678410790383,16.3361708920627,13.7636094504175,21.2715720636757,22.0557367768228,19.2122029688105
"wts-1",43.3809095441022,29.4051076057129,38.1146107857715,28.0397995384816,43.061200373797,40.2541395536982
"nfx-1",76.8203606510143,80.5917764008429,88.9340918334669,63.814716191027,79.8207616685017,78.6785454913192
"utp-20",787.182754435688,742.751236559119,686.062994143888,664.253182170235,753.045869951523,661.448702211905
"chd-7",404.888489078287,339.792354554905,373.73493353826,331.643146265489,439.014189176759,422.668465313831
"scpl-1",131.046497581142,133.956601314914,149.282225577605,106.357860318378,142.837152459424,135.400287589712
"tag-196",204.251782436815,237.419016964645,179.985662043921,275.563547188526,277.272119480059,248.843771786498
"dmd-6",228.653544055372,300.585544413954,291.153276835755,249.45752692856,291.97594399794,284.523577300003
"vps-52",34.3432200557476,31.5832637246546,35.9971324087842,36.7418062918034,39.9103808342508,32.9352050893894
"rga-9",20.7866858232156,16.3361708920627,12.7048702619238,33.8411373740295,11.5530049783358,16.4676025446947
"cTel55X.1",74.109053804508,94.7497911739639,79.405439137024,75.4173918621228,77.7202153088043,74.1042114511263
"ugt-49",64.1675953673179,50.0975907356591,59.2893945556446,108.291639596894,78.770488488653,72.2744778350491
"AC3.5",233.172388799549,208.013909358932,209.630359321743,320.040470594393,341.33878345083,340.330452590358
"ugt-1",185.27263451127,235.240860845703,251.97992686149,126.662542742796,140.736606099727,150.953023326368
"ugt-2",105.740967013749,88.2153228171388,94.2277877759352,84.1193986154447,88.2229471072913,111.613750580709
"B0001.3",58.7449816743051,54.4539029735425,56.1131769901637,56.0795990769631,48.3125662730405,53.0622748662386
"B0001.4",84.050512241698,91.4825569955513,87.8753526449733,70.5829436658329,60.915844431225,65.8704101787789
"B0001.5",28.0168374138993,42.4740443193631,29.6446972778223,30.9404684562555,32.5584685753099,29.2757378572351
"eri-12",155.4482591997,143.758303850152,164.104574216516,172.106355787921,142.837152459424,152.782756942446
"B0001.8",30.7281442604057,30.4941856651838,31.7621756548096,26.1060202599656,30.4579222156125,17.3824693527333
"B0019.2",25.305530567393,38.1177320814797,21.1747837698731,24.1722409814496,15.7540976977306,24.7014038170421
"trx-2",57.8412127254696,60.9883713303676,47.6432634822144,58.9802679947371,55.6644785319814,57.6366089064315
"asps-1",45.1884474417731,45.7412784977757,44.4670459167335,39.6424752095774,31.5081953954612,35.6798055135052
"B0024.11",164.485948688054,167.718021158511,173.633226912959,82.1856193369287,107.127864344568,95.146148036014
"B0024.13",34.3432200557476,40.2958882004214,32.8209148433033,34.8080270132875,30.4579222156125,31.1054714733123
"crm-1",137.37288022299,182.965113991103,161.987095839529,113.126087793184,170.14425513549,126.251619509326
"znf-207",74.109053804508,60.9883713303676,67.7593080635938,64.781605830285,68.2677566901659,75.9339450672035
"B0035.3",13.5565342325319,20.6924831299461,22.2335229583667,27.0729098992236,31.5081953954612,25.6162706250807
"pfd-4",142.795493916003,145.936459969094,134.459876938694,194.344817490855,168.043708775793,214.99369988907
"gspd-1",478.997542882795,449.789238561461,452.08163348679,298.768898530717,312.981407594915,326.607450469779
"edg-1",26.2092995162284,23.9597173083587,14.8223486389112,17.4040135066437,22.0557367768228,13.7230021205789
"leo-1",113.874887553268,84.9480886387262,114.343832357315,90.8876260902505,100.826225265476,85.997479955628
"sart-3",114.778656502104,118.709508482323,120.696267488277,107.324749957636,131.284147481088,133.570553973635
"B0035.13",187.080172408941,175.341567574807,169.398270158985,209.815051718983,182.747533293675,153.697623750484
"B0035.15",89.4731259347108,92.5716350550222,107.991397226353,76.3842815013808,61.9661176110737,76.848811875242
"B0198.3",39.7658337487604,34.8504979030672,31.7621756548096,21.2715720636757,34.6590149350073,19.2122029688105
"npp-22",133.757804427648,121.976742660735,140.812312069656,103.457191400604,84.0218543878965,99.7204820762069
"calf-1",6.32638264184824,17.4252489515336,16.9398270158985,14.5033445888698,9.45245861863836,11.8932685045017
"B0250.5",243.11384723674,200.390362942636,225.511447149148,202.079934604919,212.155182329439,191.207162880067
"dhcr-7",68.6864401114952,78.4136202819012,69.8767864405811,55.1127094377051,72.4688494095607,49.4028076340842
"memb-1",7.2301515906837,18.5143270110044,13.7636094504175,13.5364549496118,9.45245861863836,17.3824693527333
"B0272.3",227.749775106537,236.329938905174,219.159012018186,263.96087151743,278.322392659907,224.142367969456
"B0272.4",36.1507579534185,39.2068101409506,38.1146107857715,55.1127094377051,44.1114735536457,33.850071897428
"cdk-12",93.0882017300527,111.085962066027,93.1690485874415,107.324749957636,99.7759520856271,90.571813995821
"lcmt-1",82.2429743440271,78.4136202819012,75.1704823830494,45.4438130451253,64.0666639707711,64.9555433707403
"B0285.6",37.9582958510894,56.6320590924842,30.703436466316,39.6424752095774,32.5584685753099,23.7865370090035
"mnp-1",165.38971763689,140.49106967174,143.988529635137,148.90100444573,200.602177351103,176.569293951449
"ttr-18",315.415363143577,347.415900971201,289.035798458767,423.497661994997,374.947525205988,414.434664041484
"B0334.3",366.026424278362,341.970510673847,366.323759218804,332.610035904747,351.841515249317,359.542655559168
"B0334.4",66.8789022138242,65.344683568251,71.9942648175684,67.6822747480589,59.8655712513763,68.6150106028947
"B0334.5",3.61507579534185,5.44539029735425,8.46991350794923,8.70200675332186,6.30163907909224,5.48920084823158
"acly-2",107.54850491142,92.5716350550222,97.4040053414162,101.523412122088,128.133327941542,101.550215692284
"clec-41",501.591766603682,552.162576151721,551.603117205194,489.24615746454,593.404346614519,640.406765627017
"B0379.1",103.029660167243,129.600289077031,100.580222906897,75.4173918621228,93.4743130065349,83.2528795315122
"fbxa-152",11.748996334861,8.71262447576679,9.52865269644288,20.3046824244177,16.8043708775793,5.48920084823158
"rbg-3",33.4394511069121,50.0975907356591,19.0573053928858,28.0397995384816,37.8098344745534,21.9568033929263
"B0393.3",15.3640721302029,20.6924831299461,27.527218900835,27.0729098992236,33.6087417551586,29.2757378572351
"B0393.5",4.51884474417731,3.26723417841255,1.05873918849365,20.3046824244177,25.206556316369,17.3824693527333
"B0395.3",85.858050139369,68.6119177466635,87.8753526449733,109.258529236152,89.27322028714,75.9339450672035
"kcnl-1",44.2846784929377,42.4740443193631,48.7020026707081,39.6424752095774,32.5584685753099,42.998739977814
"B0457.2",57.8412127254696,63.1665274493093,79.405439137024,60.914047273253,71.418576229712,68.6150106028947
"B0457.6",37.9582958510894,20.6924831299461,29.6446972778223,43.5100337666093,26.2568294962177,47.573074018007
"ctr-9",253.959074622765,212.370221596816,259.391101180945,233.020403061174,218.456821408531,257.077573058845
"nlp-36",177.138713971751,191.677738466869,201.160445813794,175.007024705695,168.043708775793,172.909826719295
"B0464.6",125.623883888129,131.778445195973,133.4011377502,132.463880578344,81.9213080281991,116.188084620902
"tag-342",23.497992669722,28.3160295462421,33.8796540317969,11.6026756710958,17.854644057428,21.0419365848877
"B0464.9",22.5942237208866,33.7614198435963,30.703436466316,29.0066891777395,21.0054635969741,14.6378689286175
"B0491.1",27.1130684650639,14.158014773121,29.6446972778223,29.9735788169975,22.0557367768228,16.4676025446947
"lgc-20",25.305530567393,32.6723417841255,23.2922621468604,19.3377927851597,19.9551904171254,22.8716702009649
"B0491.5",285.590987832006,223.261002191524,241.392534976553,246.556858010786,237.361738645808,278.119509643733
"B0491.6",73.2052848556725,63.1665274493093,50.8194810476954,97.6558535650564,90.3234934669888,73.1893446430877
"B0491.7",147.31433866018,152.470928325919,112.226353980327,106.357860318378,94.5245861863836,112.528617388747
"thoc-7",26.2092995162284,38.1177320814797,46.5845242937208,26.1060202599656,28.3573758559151,29.2757378572351
"prdh-1",338.913355813299,314.743559187075,343.031497071944,293.934450334427,350.791242069468,278.119509643733
"vamp-8",46.9959853394441,54.4539029735425,50.8194810476954,42.5431441273513,59.8655712513763,42.998739977814
"exos-4.1",37.054526902254,30.4941856651838,28.5859580893287,28.0397995384816,22.0557367768228,30.1906046652737
"best-1",38.8620647999249,53.3648249140716,46.5845242937208,61.880936912511,68.2677566901659,51.2325412501614
"B0564.7",128.335190734636,141.58014773121,151.399703954592,99.5896328435724,107.127864344568,120.762418661095
"C01A2.2",26.2092995162284,23.9597173083587,29.6446972778223,56.0795990769631,54.6142053521327,45.7433404019298
"oxa-1",161.774641841548,162.272630861157,173.633226912959,155.669231920536,153.339884257911,128.996219933442
"C01A2.4",95.7995085765591,117.620430422852,79.405439137024,110.22541887541,99.7759520856271,139.059754821867
"tads-1",80.4354364463562,78.4136202819012,85.757874267986,74.4505022228648,68.2677566901659,56.7217420983929
"nlp-38",59.6487506231405,63.1665274493093,63.5243513096192,60.914047273253,73.5191225894094,62.2109429466245
"C01B9.1",41.5733716464313,26.1378734273004,46.5845242937208,30.9404684562555,39.9103808342508,47.573074018007
"cpna-3",47.8997542882795,30.4941856651838,34.9383932202906,39.6424752095774,51.4633858125866,36.5946723215438
"C01F6.9",97.60704647423,108.907805947085,91.0515702104542,95.7220742865405,66.1672103304685,85.0826131475894
"C01G6.4",32.5356821580767,38.1177320814797,14.8223486389112,45.4438130451253,32.5584685753099,35.6798055135052
"C01G6.5",321.741745785425,294.051076057129,339.855279506463,316.172912037361,363.394520227652,338.50071897428
"acs-7",133.757804427648,111.085962066027,116.461310734302,149.867894084988,103.977044805022,104.2948161164
"C01G10.4",26.2092995162284,44.6522004383048,38.1146107857715,35.7749166525454,46.2120199133431,56.7217420983929
"C01G10.5",77.7241295998498,151.381850266448,164.104574216516,112.159198153926,138.636059740029,177.484160759488
"C01G10.6",121.105039143952,150.292772206977,142.929790446643,127.629432382054,115.530049783358,141.804355245982
"C01G10.7",51.5148300836214,58.8102152114259,39.1733499742652,63.814716191027,67.2174835103172,51.2325412501614
"ahsa-1",619.985498901127,450.878316620932,424.554414585955,848.929103268511,686.878659621054,730.063712814799
"C01G10.9",55.1299058789632,45.7412784977757,43.4083067282398,31.9073580955135,53.563932172284,43.9136067858526
"C01G10.15",204.251782436815,247.220719499883,248.803709296009,239.78863053598,223.708187307774,248.843771786498
"madf-5",37.054526902254,56.6320590924842,50.8194810476954,59.947157633995,60.915844431225,61.2960761385859
"C01G12.7",31.6319132092412,22.8706392488878,26.4684797123413,39.6424752095774,29.4076490357638,29.2757378572351
"C01H6.4",37.054526902254,49.0085126761882,50.8194810476954,25.1391306207076,25.206556316369,30.1906046652737
"swsn-9",87.6655880370399,116.531352363381,103.756440472378,132.463880578344,100.826225265476,111.613750580709
"C01H6.8",39.7658337487604,26.1378734273004,38.1146107857715,62.847826551769,55.6644785319814,54.8920084823158
"hasp-1",26.2092995162284,18.5143270110044,9.52865269644288,23.2053513421916,28.3573758559151,19.2122029688105
"olrn-1",53.3223679812923,45.7412784977757,37.0558715972779,35.7749166525454,48.3125662730405,45.7433404019298
"lron-3",84.9542811905335,87.1262447576679,100.580222906897,95.7220742865405,97.6754057259297,100.635348884246
"C03A3.1",17.1716100278738,28.3160295462421,30.703436466316,17.4040135066437,14.7038245178819,18.2973361607719
"C03A3.2",165.38971763689,156.827240563802,161.987095839529,163.404349034599,139.686332919878,150.953023326368
"rei-1",92.1844327812172,86.0371666981971,91.0515702104542,55.1127094377051,86.1224007475939,88.7420803797438
"C03D6.1",15.3640721302029,32.6723417841255,32.8209148433033,30.9404684562555,29.4076490357638,28.3608710491965
"C03H12.1",50.6110611347859,33.7614198435963,45.5257851052271,30.9404684562555,34.6590149350073,35.6798055135052
"C04A11.1",3.61507579534185,4.3563122378834,6.35243513096192,6.76822747480589,10.5027317984871,5.48920084823158
"gck-4",121.105039143952,119.798586541793,89.9928310219606,68.6491643873169,97.6754057259297,99.7204820762069
"arrd-25",178.042482920586,210.192065477874,213.865316075718,186.609700376791,220.557367768228,195.78149692026
"C04F12.1",29.8243753115703,26.1378734273004,20.1160445813794,29.0066891777395,26.2568294962177,25.6162706250807
"C04F12.8",84.9542811905335,106.729649828143,98.4627445299098,62.847826551769,90.3234934669888,85.997479955628
"ttr-39",60.552519571976,62.0774493898384,66.7005688751002,57.0464887162211,57.7650248916789,44.8284735938912
"C04H5.1",72.301515906837,60.9883713303676,61.4068729326319,52.2120405199312,57.7650248916789,57.6366089064315
"nlp-41",13.5565342325319,21.781561189417,15.8810878274048,16.4371238673857,17.854644057428,20.1270697768491
"C05A9.2",86.7618190882044,92.5716350550222,78.3466999485304,116.993646350216,109.228410704265,90.571813995821
"C05B5.4",31.6319132092412,37.0286540220089,37.0558715972779,21.2715720636757,36.7595612947047,22.8716702009649
"C05B5.8",89.4731259347108,94.7497911739639,86.8166134564796,132.463880578344,102.926771625173,80.5082791073964
"C05C10.2",164.485948688054,116.531352363381,131.283659373213,69.6160540265749,64.0666639707711,65.8704101787789
"C05C10.3",1711.73838909437,1734.90134873706,1739.50848669507,1309.16857155531,1296.0371039333,1281.72839806207
"pho-11",368.737731124869,303.852778592367,240.333795788059,434.133448026835,317.182500314309,272.630308795502
"ufd-3",137.37288022299,163.361708920627,165.16331340501,130.530101299828,116.580322963206,143.63408886206
"C05C12.4",182.561327664763,167.718021158511,145.047268823631,175.007024705695,169.093981955642,169.25035948714
"C05D12.1",22.5942237208866,27.2269514867712,23.2922621468604,29.9735788169975,30.4579222156125,29.2757378572351
"C05D12.2",28.9206063627348,22.8706392488878,35.9971324087842,19.3377927851597,30.4579222156125,19.2122029688105
"C05G5.1",77.7241295998498,65.344683568251,65.6418296866065,82.1856193369287,72.4688494095607,87.8272135717052
"C05G5.2",16.2678410790383,8.71262447576679,9.52865269644288,10.6357860318378,9.45245861863836,8.23380127234736
"C05G5.3",34.3432200557476,43.563122378834,33.8796540317969,29.0066891777395,29.4076490357638,28.3608710491965
"sucl-1",554.914134584974,585.923995995317,568.542944221092,592.703348865145,525.136589924353,601.067492881357
"cdc-48.1",716.688776426522,679.58470910981,748.528606265013,727.101008722004,670.074288743475,716.340710694221
"C06A1.2",47.8997542882795,49.0085126761882,43.4083067282398,37.7086959310614,40.9606540140996,46.6582072099684
"rpb-6",150.025645506687,147.025538028565,138.694833692669,135.364549496118,159.641523337003,139.059754821867
"C06A12.3",25.305530567393,31.5832637246546,25.4097405238477,20.3046824244177,31.5081953954612,21.9568033929263
"cyp-35C1",241.306309339069,248.309797559354,278.448406573831,58.0133783554791,77.7202153088043,85.0826131475894
"stdh-1",119.297501246281,109.996884006556,86.8166134564796,125.695653103538,135.485240200483,103.379949308361
"C06B3.6",627.215650491811,503.154063475532,391.733499742652,733.86923619681,810.810894843201,662.363569019943
"C06B8.7",23.497992669722,26.1378734273004,29.6446972778223,29.0066891777395,36.7595612947047,38.424405937621
"swt-3",32.5356821580767,42.4740443193631,50.8194810476954,49.3113716021572,68.2677566901659,63.1258097546631
"atp-5",1171.28455769076,1092.34529364926,1161.43688977754,1143.8304432422,1090.18356068296,1146.32811047236
"C06H2.2",96.7032775253945,77.3245422224303,89.9928310219606,96.6889639257985,69.3180298700146,94.2312812279754
"jmjd-5",84.9542811905335,98.0170253523765,97.4040053414162,87.0200675332186,94.5245861863836,85.0826131475894
"folt-1",11.748996334861,17.4252489515336,5.29369594246827,8.70200675332186,12.6032781581845,15.5527357366561
"glb-3",32.5356821580767,22.8706392488878,26.4684797123413,30.9404684562555,28.3573758559151,27.4460042411579
"lmtr-3",64.1675953673179,65.344683568251,58.230655367151,77.3511711406388,52.5136589924353,53.0622748662386
"C06H5.6",129.238959683471,106.729649828143,101.638962095391,124.72876346428,101.876498445325,94.2312812279754
"dcar-1",55.1299058789632,64.2556055087801,40.2320891627588,37.7086959310614,46.2120199133431,44.8284735938912
"tiar-3",13.5565342325319,23.9597173083587,23.2922621468604,14.5033445888698,21.0054635969741,17.3824693527333
"C07A4.2",14.4603031813674,23.9597173083587,22.2335229583667,24.1722409814496,14.7038245178819,10.9784016964632
"bud-31",61.4562885208115,65.344683568251,76.2292215715431,58.9802679947371,49.3628394528892,53.9771416742772
"ugt-60",103.933429116078,119.798586541793,94.2277877759352,121.828094546506,121.83168886245,128.996219933442
"set-3",36.1507579534185,28.3160295462421,33.8796540317969,32.8742477347715,33.6087417551586,35.6798055135052
"best-5",17.1716100278738,16.3361708920627,9.52865269644288,42.5431441273513,26.2568294962177,19.2122029688105
"C07A9.9",89.4731259347108,105.640571768672,137.636094504175,67.6822747480589,64.0666639707711,67.7001437948561
"C07B5.4",21.6904547720511,19.6034050704753,34.9383932202906,37.7086959310614,38.8601076544021,28.3608710491965
"stip-1",47.8997542882795,46.8303565572465,49.7607418592017,42.5431441273513,36.7595612947047,32.0203382813509
"pro-2",405.792258027123,461.76909721564,406.555848381563,203.046824244177,177.496167394431,214.078833081031
"C07E3.3",15.3640721302029,21.781561189417,15.8810878274048,28.0397995384816,35.709288114856,15.5527357366561
"ceh-58",18.9791479255447,17.4252489515336,16.9398270158985,29.9735788169975,26.2568294962177,15.5527357366561
"C07E3.9",24.4017616185575,29.4051076057129,17.9985662043921,43.5100337666093,37.8098344745534,40.2541395536982
"C07H4.1",49.7072921859505,63.1665274493093,60.3481337441383,90.8876260902505,65.1169371506198,70.4447442189719
"ugt-17",230.461081953043,216.726533834699,177.868183666934,213.682610276015,213.205455509287,167.420625871063
"C08B6.3",41.5733716464313,34.8504979030672,25.4097405238477,29.9735788169975,35.709288114856,31.1054714733123
"wdr-20",55.1299058789632,37.0286540220089,43.4083067282398,37.7086959310614,42.0109271939483,48.4879408260456
"C08B6.8",67.7826711626597,55.5429810330133,75.1704823830494,58.0133783554791,66.1672103304685,62.2109429466245
